	System-Id	WM1	WM2	distance	drug-offset-end	drug-offset-start	relType	sideEffect-offset-end	sideEffect-offset-start	Sentence
13653	821a843e-d0f1-4389-83a9-30a2e7aae021	bleomycin	does cause problems		14	5	negative	34	15	hi, bleomycin does cause problems in some folk.to be honest, i've seen that those having excellent lung function can go through standard treatment easier than others!
13654	8227346e-19de-41bf-8bc2-9da1fb474f59	carboplatin	rough time		85	74	negative	389	379	i think i had a rough time with the carboplatin because my doctor didn't add enough anti-nausea pre-meds, so we are trying that next time.
13656	8227346e-19de-41bf-8bc2-9da1fb474f59	carbo	rough time		79	74	negative	389	379	i think i had a rough time with the carboplatin because my doctor didn't add enough anti-nausea pre-meds, so we are trying that next time.
13657	8240e100-e6b3-45f0-8cb2-2bd0b1968919	topotecan	not working		102	93	negative	117	106	unfortunately, the topotecan is not working.
13658	8257d144-c74c-42ca-8c2b-180111c2dbc4	tamoxifen	which was probably also playing havoc on my levels		565	556	negative	616	566	iodine helps balance estrogens so my doctor started me on iodine supplements and i also stopped taking tamoxifen which was probably also playing havoc on my levels.
13659	826d9c61-f88f-4319-b861-14244a90e461	ibrutinib	severe side effects		138	129	negative	123	104	i had severe side effects from ibrutinib and came off it after 3 months.
13662	82948ad7-4cfd-4bb7-a1b2-709bc076a841	rituxan	stopped working		422	415	negative	399	384	that stopped working and he started rituxan, which put him into clinical remission for 4 months now.
13663	8298db86-1fb1-473b-8cb7-1d9e44d516b1	herceptin	impossible to lose weight		60	51	negative	610	585	is it impossible to lose weight on herceptin log in to post a reply
13664	82a18f2c-75cd-4aea-8cc9-deb91f01ee44	herceptin	very uneventful		53	44	negative	80	65	good morning ta tas,well i had my 3rd last herceptin yesterday, very uneventful - they did routine bloodwork which is done every 3 months or so for me while on herceptin.
13665	82a4b0cf-7086-4a5c-8cd0-9ebe288f1690	tamoxifen	was worse		98	89	negative	396	387	i also read chemo was worse then tamoxifen, and i had chemo.
13667	82a54ec2-d45c-4fd3-8cd1-f33e29781a81	afinitor	stopped working		44	36	negative	60	45	amarantha, i am sorry to hear that afinitor stopped working.
13668	82a5cb4c-44bc-40fc-b51f-c3c597d51299	tomoxifin	could not tolerate		251	242	negative	283	265	treatment has been tomoxifin for 2 months could not tolerate then switched to arimidex every other day with lupron shots every three months.
13669	82a5cb4c-44bc-40fc-b51f-c3c597d51299	arimidex	could not tolerate		309	301	negative	283	265	treatment has been tomoxifin for 2 months could not tolerate then switched to arimidex every other day with lupron shots every three months.
13672	82b6a965-b3b4-4d90-8d3d-1f43c7480049	cisplatin	had a terrible time		288	279	negative	269	250	i had a terrible time with the cisplatin after the 7th month-i was switched to carboplatin due to the neuropathy.
13673	82b6a965-b3b4-4d90-8d3d-1f43c7480049	carboplatin	had a terrible time		338	327	negative	269	250	i had a terrible time with the cisplatin after the 7th month-i was switched to carboplatin due to the neuropathy.
13674	82c31a82-5b78-4f6f-8d12-362050ccf3f9	tomox	severe side effects		154	149	negative	94	75	when i was on arimidex last year and having the severe side effects especially the vaginal atrophy, my onc switched me to tomox to alleviate that se.
13675	82c31a82-5b78-4f6f-8d12-362050ccf3f9	arimidex	severe side effects		49	41	negative	94	75	when i was on arimidex last year and having the severe side effects especially the vaginal atrophy, my onc switched me to tomox to alleviate that se.
13678	82f1e0f7-2f25-43e6-8d77-352c3fa5c504	abrax	liver and lung tumors shrank by half		342	337	negative	386	350	eventually went on abraxane and liver and lung tumors shrank by half.
13681	82fb6866-972d-4793-8d8b-ccc984c10d01	tamoxifen	terrible side effects		71	62	negative	116	95	i am very curious to know how many women have actually taken tamoxifen for five years without terrible side effects.
13682	8330a6c9-aca4-4cf3-8dfe-f7999afbb341	herceptin	not working		305	296	negative	281	270	sometimes they will have to stop a drug if it's not working anymore, even herceptin, but they usually find something else to replace it.terri
13683	835df3ff-8737-4497-8e61-1970e2b08d69	ibrance	not working		84	77	negative	156	145	if the hormone suppression is not working because estrogen is replaced by xenoestrogens then ibrance won't work.
13685	837268e1-216d-43a4-b68f-c204461beca9	opdivo	has stopped working		83	77	negative	103	84	unfortunate that the opdivo has stopped working for now.
13686	838421a8-65c5-4537-b8a3-867b8815bc31	cisplatin	hit me hard		10	1	negative	38	27	cisplatin (and radiation) hit me hard.
13687	839b3c57-9118-4f7c-b6d9-73537d819159	sutent	has stopped working		24	18	negative	44	25	sutent has stopped working for my mom.
13690	83b6d70a-75dc-4368-8f22-07c033d34040	femara	stopped working		135	129	negative	348	333	not that i lost much, but i'm petite to begin with and the weight wasn't holding when the femara stopped working.
13692	83bee466-4669-4753-8f33-886a032f0f81	xeloda	had failed		57	51	negative	68	58	lisa, the onc did not say xeloda had failed.
13694	83c0c624-ce53-408c-b71d-4996d34a86a1	sutent	it stopped working		181	175	negative	493	475	i was on sutent 50 mg for 12 cycles before it stopped working in february.
13696	83c136b6-685b-41fb-8f38-947050680731	taxol	was a breeze		149	144	negative	162	150	people kept telling me taxol was a breeze compared to ac but i didn't think that at all.
13697	83c7565f-4ac4-4eba-bdaa-01edc797ab01	xtandi	not working		240	234	negative	2029	2018	he's trying to drink more now.another sign of xtandi not working is that john is now bleeding a lot into the bladder.
13698	83d161e3-e097-4055-8f5b-bd6506f65251	taxol	did not work		18	13	negative	188	176	the taxol only did not work and cancer was active again in february.
13701	83df62c7-83ca-4170-8e9d-589a1e3ca969	carbo	did not work		37	32	negative	56	44	peg- i am so sorry to hear the carbo/taxol did not work.
13702	83df62c7-83ca-4170-8e9d-589a1e3ca969	taxol	did not work		43	38	negative	56	44	peg- i am so sorry to hear the carbo/taxol did not work.
13705	8408b8d9-9fd7-4dff-8fd4-352c58b8fad9	femara	no longer working		37	31	negative	58	41	linda, i'm sorry to hear that femara is no longer working.
13706	842568ab-d8b4-4595-9012-bbae6de9cad1	herceptin	i didnt have breast swelling		44	35	negative	29	1	i didnt have breast swelling with herceptin but had flu like symptoms and cardiac damage.
13708	8433a0a4-c922-4014-b7ed-50248b231971	sutent	is not working		665	659	negative	1055	1041	now i found out my thryoid is not working and i have to be on hormone medicine, so could that have been from the sutent?
13710	84372145-f339-4520-8f13-188e5fc75c59	tarceva	did not work		518	511	negative	708	696	i asked him if tarceva did not work what would happen.
13711	84601a86-dff9-43c6-9092-d42d9c78ab84	taxol	was a breeze		93	88	negative	125	113	hi girls:i am thrilled to say that yesterday i had successfully had my first of twelve taxol infusions - and it was a breeze!?
13712	8478f57c-f09e-4c2b-8625-b2b67d86d489	tarceva	didnt work		59	52	negative	70	60	hi julie sorry for late reply.am sorry to hear the tarceva didnt work for you.
13713	84823bad-532b-4919-90dd-6a5013f979c9	taxol	was a bear for me		217	212	negative	235	218	sounds like our ros are giving us similar treatment.taxol was a bear for me so i hadn't really researched radiation yet due to the taxol roller coaster i was on.
13714	849f7746-18fb-4848-911d-5c37e9ba2a40	herceptin	has done wonders		14	5	negative	31	15	j92 herceptin has done wonders for us her2+ gals as far as survival.
13716	84b0c897-99ca-48b0-9143-447abe4f9100	abrax	is not working		76	71	negative	48	34	hi chrissorry so that the xeloda is not working and you have to go on abraxane.
13717	84b0c897-99ca-48b0-9143-447abe4f9100	xeloda	is not working		33	27	negative	48	34	hi chrissorry so that the xeloda is not working and you have to go on abraxane.
13719	84d2d24d-4014-4ac0-918d-d4ace6451000	tamoxifen	stopped working		252	243	negative	279	264	i have had liver mets for two years and it is currently being controlled by tamoxifen when taxol stopped working!!
13720	84d2d24d-4014-4ac0-918d-d4ace6451000	taxol	stopped working		49	44	negative	279	264	i have had liver mets for two years and it is currently being controlled by tamoxifen when taxol stopped working!!
13722	84de4e48-e648-4ff6-91a7-014be1676cc4	afinitor	was not working		35	27	negative	79	64	suecolor2i was started on afinitor and aromisin because gemzar was not working.
13723	84de4e48-e648-4ff6-91a7-014be1676cc4	aromisin	was not working		48	40	negative	79	64	suecolor2i was started on afinitor and aromisin because gemzar was not working.
13724	84de4e48-e648-4ff6-91a7-014be1676cc4	gemzar	was not working		63	57	negative	79	64	suecolor2i was started on afinitor and aromisin because gemzar was not working.
13725	84f3ae0d-e957-42ee-91d5-e18aa0f69ea4	xeloda	stopped working for me		216	210	negative	322	300	xeloda stopped working for me and then has worse progression on the a/a combo.
13726	84fa80f4-75e4-441a-8a98-0aa4f3b135c4	ceenu	stopped working		1253	1248	negative	1335	1320	dana farber has switched him to ceenu because back on the september mri, it showed that the temodar had stopped working.
13727	84fa80f4-75e4-441a-8a98-0aa4f3b135c4	temodar	stopped working		609	602	negative	1335	1320	dana farber has switched him to ceenu because back on the september mri, it showed that the temodar had stopped working.
13728	850bdbe8-bdaf-4641-920a-f1b87f053f59	adriam	can be hard on your heart		36	30	negative	66	41	staying strongi do know that adriamycin can be hard on your heart.
13729	851568ce-56b0-40be-921f-e9eb4079a064	tamoxifen	had a terrible time		322	313	negative	309	290	i had a terrible time on tamoxifen which is one reason i had the done.
13730	85286522-7326-4bc8-9ff7-3fb7fe734440	oxaliplatin	severe side effects		55	44	negative	38	19	any time you have severe side effects with oxaliplatin you need to discuss having them slow down the infusion.
13732	8537b745-7129-4840-9039-fa652d72a990	vinorelbine	is not working		1092	1081	negative	1137	1123	"""us"": dr. originally mentioned starting the single?agent vinorelbine (or navelbine) if the tarceva is not working for dad."
13733	8537b745-7129-4840-9039-fa652d72a990	navelbine	is not working		1106	1097	negative	1137	1123	"""us"": dr. originally mentioned starting the single?agent vinorelbine (or navelbine) if the tarceva is not working for dad."
13734	8537b745-7129-4840-9039-fa652d72a990	tarceva	is not working		354	347	negative	1137	1123	"""us"": dr. originally mentioned starting the single?agent vinorelbine (or navelbine) if the tarceva is not working for dad."
13736	853d1962-e509-46fb-9277-1f5f5070c531	tamoxifan	had a hard time		302	293	negative	251	236	i've had a hard time with libido, probably the combination of tamoxifan and lupron.
13738	853d7c7f-6354-4fb9-9277-f946177f6709	femara	it stopped working		21	15	negative	83	65	i was also on femara.worked for awhile but after 6 months or so it stopped working.
13739	854baa34-db40-4235-9297-2715fb784711	taxol	no longer working		56	51	negative	113	96	shazzai popped in becasue my onc mentioned weekly taxol may be next once doxil and cytoxan are no longer working.
13740	854baa34-db40-4235-9297-2715fb784711	doxil	no longer working		79	74	negative	113	96	shazzai popped in becasue my onc mentioned weekly taxol may be next once doxil and cytoxan are no longer working.
13741	854baa34-db40-4235-9297-2715fb784711	cytoxa	no longer working		90	84	negative	113	96	shazzai popped in becasue my onc mentioned weekly taxol may be next once doxil and cytoxan are no longer working.
13742	8555148f-db7e-4ee9-92ab-dd58522d3469	femera	not working		290	284	negative	305	294	well, i guess, the femera is not working.
13743	855b278a-482f-483d-92b9-3abc6a426821	taxol	has been worse		37	32	negative	166	152	i am off to do #7 of 12 weekly taxol tx todayno issues with nail blackeningand from what i have read.them actualy falling off is rareand i agree taxol has been worse then ac .hard to lie down.
13744	857113c1-ddb7-4d5c-92e9-7c42f7647e90	pertuzumab	stopped working		119	109	negative	162	147	i actually signed consent form yesterday to start tdm1 next week after trial with pertuzumab,herceptin and capecitabine stopped working.
13745	857113c1-ddb7-4d5c-92e9-7c42f7647e90	herceptin	stopped working		129	120	negative	162	147	i actually signed consent form yesterday to start tdm1 next week after trial with pertuzumab,herceptin and capecitabine stopped working.
13746	857113c1-ddb7-4d5c-92e9-7c42f7647e90	capecitabine	stopped working		146	134	negative	162	147	i actually signed consent form yesterday to start tdm1 next week after trial with pertuzumab,herceptin and capecitabine stopped working.
13747	85795763-36e7-408c-82fd-6711089e6004	xtandi	stopped working		527	521	negative	359	344	now xtandi has stopped working as psa is way up there again.
13748	857ed56a-4428-4840-9307-c82139c19000	arimidex	stopped working for me		59	51	negative	32	10	aromasin stopped working for me and i moved on to arimidex, but 3 yrs.
13750	858bfac2-5229-46e0-9324-bea91070a400	taxol	did not work		152	147	negative	124	112	fec did not work for my liver mets but taxol shrunk one tumour away completely.
13752	85b54fc5-ab6c-4228-baad-0c64b1e1ffc4	tarceva	it stopped working		400	393	negative	425	407	he had surgery (to remove the primary tumor), radiation (at the primary site and whole brain and stereotactic to treat brain mets), and several types of chemo regimens (including tarceva until it stopped working - he is now on xeloda, avastin, irantecan (sp)).
13753	85b54fc5-ab6c-4228-baad-0c64b1e1ffc4	xeloda	it stopped working		447	441	negative	425	407	he had surgery (to remove the primary tumor), radiation (at the primary site and whole brain and stereotactic to treat brain mets), and several types of chemo regimens (including tarceva until it stopped working - he is now on xeloda, avastin, irantecan (sp)).
13754	85b54fc5-ab6c-4228-baad-0c64b1e1ffc4	avastin	it stopped working		456	449	negative	425	407	he had surgery (to remove the primary tumor), radiation (at the primary site and whole brain and stereotactic to treat brain mets), and several types of chemo regimens (including tarceva until it stopped working - he is now on xeloda, avastin, irantecan (sp)).
13755	85c9226f-ca2b-483a-93ab-a0c2a4089b84	faslodex	has stopped working		157	149	negative	177	158	my onc thinks the faslodex has stopped working and has ordered a pet/ct scan on friday june 20th.
13757	85cc7f04-804a-4b4a-93b3-0ca4bab8b5c4	femara	has stopped working		48	42	negative	166	147	it went up slightly last month, but there are other reasons that might be true other than femara has stopped working.
13758	85d1909e-c44d-4eb8-bae0-ea004d6d7ca4	temodar	did not work		281	274	negative	294	282	radiation and 160 mg a day of temodar did not work for him, but temodar does work for lots of gbm patients.
13760	85d850aa-d60e-4e00-93cd-25c69a640000	taxotere	shrank a lot		56	48	negative	37	25	it shrank a lot during my taxotere+herceptin treatment this spring/summer.
13761	85d850aa-d60e-4e00-93cd-25c69a640000	herceptin	shrank a lot		66	57	negative	37	25	it shrank a lot during my taxotere+herceptin treatment this spring/summer.
13762	85d8d7ed-66dc-48e9-93ce-508188dbe869	taxol	i breezed through		59	54	negative	166	149	i breezed through the first 10 treatments of taxol but aches and neuropathy hit me pretty hard after that.
13763	85f709fa-2e6a-4d5c-9411-0875322bfe90	taxol	is a breeze		94	89	negative	727	716	other than the headaches i did ok. to me taxol is a breeze so far!
13764	85f79bc2-9acf-4ed6-9412-4ab7a31ce344	faslodex	stopped working		32	24	negative	63	48	the onc switched me to faslodex after arimidex stopped working after around 2 years.
13765	85f79bc2-9acf-4ed6-9412-4ab7a31ce344	arimidex	stopped working		47	39	negative	63	48	the onc switched me to faslodex after arimidex stopped working after around 2 years.
13766	861ad12e-dcc2-4740-bb67-95cc8d512100	sutent	didnt work		38	32	negative	535	525	if sutent didnt work does that mean the other targeted therapies arent going to work?
13767	86438f98-ea7e-4df1-94ba-6020c5b970b9	xeloda	it stopped working		16	10	negative	195	177	i loved xeloda and am so sad it stopped working for me.
13768	8657bc0b-98ce-4e50-bbd7-cc61912d2310	votrient	stopped working for me		45	37	negative	68	46	been on axitinib for 2 months after votrient stopped working for me.
13769	8657bc0b-98ce-4e50-bbd7-cc61912d2310	axitinib	stopped working for me		17	9	negative	68	46	been on axitinib for 2 months after votrient stopped working for me.
13770	86596628-96c7-4115-94ea-c5b76a5815d1	arimidex	terrible side effects		84	76	negative	113	92	i had terrible side effects from the arimidex (severe neuropathy) so am no even taking that right now.
13771	865a4898-635e-439c-bbdc-7f860ddf5209	taxol	stopped working		179	174	negative	222	207	once diagnosed, they started her off with taxol and carboplatin until that stopped working.
13772	865a4898-635e-439c-bbdc-7f860ddf5209	carboplatin	stopped working		195	184	negative	222	207	once diagnosed, they started her off with taxol and carboplatin until that stopped working.
13775	865ed763-9cd3-4d40-bbe4-e70743a35100	tarceva	no longer working		30	23	negative	191	174	last ct showed 1 tumor unchanged, 1 had grown from 2cm to 2.4 & the other from 1cm to 1.3. so the doctor says the tarceva is no longer working and has prescribed 'sunitinib' which is for digestive & kidney cancers does anyone have any experience with this drug for lung cancer.
13776	865ed763-9cd3-4d40-bbe4-e70743a35100	sunitinib	no longer working		221	212	negative	191	174	last ct showed 1 tumor unchanged, 1 had grown from 2cm to 2.4 & the other from 1cm to 1.3. so the doctor says the tarceva is no longer working and has prescribed 'sunitinib' which is for digestive & kidney cancers does anyone have any experience with this drug for lung cancer.
13778	8686bde9-ce24-4fe2-954f-5b82fda612e4	tykerb	kicking my butt		83	77	negative	124	109	the tykerb is kicking my butt.
13779	8688d913-1876-43a5-9554-085f47597971	ixempra	stopped working		86	79	negative	38	23	txk, has the abraxane stopped working or are you just planning ahead with the ixempra k-lo, that sounds like a plan to me.since i am constantly alternating and changing my dosage.sometime 7.5, sometimes 5 mg, i get something like 60 tabs in one refill and have a ton of it.it's warfarin, not coumadin, but supposedly the same thing.be on the lookout for a brown unmarked box with no return address.
13780	86a19e1f-ba34-4130-bc60-297b09e98410	methotrexate	stopped working		177	165	negative	193	178	in his case, the methotrexate stopped working after the 4th round, he relapsed strongly after the 6th round, and he died six months after diagnosis.
13782	86ad6299-7d82-44d0-95a5-2f803a7dc100	tamox	i feel like my old self again		88	83	negative	787	758	i have been back on the tamoxifin for 5 months.and i feel like my old self again.
13784	86ad6299-7d82-44d0-95a5-2f803a7dc100	tamoxifin	i feel like my old self again		92	83	negative	787	758	i have been back on the tamoxifin for 5 months.and i feel like my old self again.
13785	86afc31f-88f6-4bdd-95aa-77db56b08c61	zoladex	stopped working		139	132	negative	231	216	okay so here is where i'm confused.i was on zoladex (which my understanding puts you into meno, along with arimidex before that stopped working and went to a/a.
13786	86afc31f-88f6-4bdd-95aa-77db56b08c61	arimidex	stopped working		203	195	negative	231	216	okay so here is where i'm confused.i was on zoladex (which my understanding puts you into meno, along with arimidex before that stopped working and went to a/a.
13790	86c9a701-0850-4652-95e4-076741e333a4	ibrance	i failed		274	267	negative	262	254	i failed the ibrance/faslodex quickly.
13791	86c9a701-0850-4652-95e4-076741e333a4	faslodex	i failed		283	275	negative	262	254	i failed the ibrance/faslodex quickly.
13792	86d8f48e-5928-48f7-9606-125df36768a9	femera	it stopped working		164	158	negative	184	166	i must say that her back symptoms were very similar to mine and after 2 1/2 years on femera, it stopped working and i suffered a recurrence to my left hip and spine in the low and thoracic areas.
13797	86fa73a1-3221-42e6-9650-a3e99785d904	taxol	was a breeze		35	30	negative	500	488	i thought taxol was a breeze what the heck is going on here ?linda
13798	87132fe0-e041-4070-a23f-4cdddf7e8100	gemcitabine	did not work		147	136	negative	161	149	she is currently on her behalf next program of chemo following the first one (gemcitabine) did not work.
13799	871a8f7c-a01c-404e-9698-3010f553bd24	taxotere	was uneventful		568	560	negative	664	650	(four cycles ac followed by four cycles taxotere) surgery to follow chemo (hoping for a lumpectomy) followed by radiation.cycle 1 was uneventful with moderate nausea and mild (very limited vomiting).
13800	8720694d-84e9-4b39-96a5-3b7436112e09	letrozole	it stopped working		315	306	negative	352	334	have had full doses since and although my bones ache, it's bearable.i was originally on letrozole (generic femara), it stopped working and i'm now on faslodex shots monthly.
13801	8720694d-84e9-4b39-96a5-3b7436112e09	femara	it stopped working		331	325	negative	352	334	have had full doses since and although my bones ache, it's bearable.i was originally on letrozole (generic femara), it stopped working and i'm now on faslodex shots monthly.
13802	8720694d-84e9-4b39-96a5-3b7436112e09	faslodex	it stopped working		376	368	negative	352	334	have had full doses since and although my bones ache, it's bearable.i was originally on letrozole (generic femara), it stopped working and i'm now on faslodex shots monthly.
13804	87261b0a-f09c-4540-bd55-6c730b4a1100	tarceva	did not work		348	341	negative	434	422	today she received the results for the ct and she fand out that tarceva did not work as she expected.
13807	87377862-5c10-43ed-96d8-a9e6bafa4001	letrozole	is not working		281	272	negative	339	325	three years later letrozole is not working anymore and i grew another lump in my neck - aren't i clever!
13808	874abebe-0682-4773-9703-ae67ae3f8a41	navelbine	i still have my hair		390	381	negative	435	415	i am praying for the navelbine to keep working because i still have my hair and i can cover that i am on chemo.
13810	8769231d-8901-4d1c-bdd1-deee74c3ad49	femara	it still sucks		1591	1585	negative	1761	1747	so femara isn't as bad, but it still sucks.
13812	87865754-71a9-4ccd-9788-d6d8fdf524c1	herceptin	was not working		84	75	negative	186	171	my doctor recently changed my treatment as the herceptin was not working.
13814	879e24d3-21b4-45c0-9324-b0037ab22690	iressa	has done wonders		259	253	negative	276	260	iressa has done wonders for my husband, and i am praying it will do the same for your dear, sweet dad.
13815	87b87884-9433-4144-97f9-05f78512f790	aromasi	not working		31	24	negative	44	33	hi kirby,sad about the aromasin not working - hope xeloda and avastin do the job.
13816	87b87884-9433-4144-97f9-05f78512f790	xeloda	not working		58	52	negative	44	33	hi kirby,sad about the aromasin not working - hope xeloda and avastin do the job.
13817	87b87884-9433-4144-97f9-05f78512f790	avastin	not working		70	63	negative	44	33	hi kirby,sad about the aromasin not working - hope xeloda and avastin do the job.
13818	87c194ef-2462-49d9-980d-6e15b71f9349	taxotere	hard time		44	36	negative	26	17	i haven't had a hard time with the taxotere or cytoxin but that neulasta shot put me to bed with the worse skull/jaw ache i have ever experienced, and this is from a girl who got kicked in the face by a horse!
13819	87c194ef-2462-49d9-980d-6e15b71f9349	cytoxin	hard time		55	48	negative	26	17	i haven't had a hard time with the taxotere or cytoxin but that neulasta shot put me to bed with the worse skull/jaw ache i have ever experienced, and this is from a girl who got kicked in the face by a horse!
13820	87c3078f-2e53-4540-9351-f04c38d04510	iressa	has stopped working		36	30	negative	247	228	we don't know yet if that means iressa has stopped working and probably won't know for sure until the next set of scans are done.
13821	87e11458-8293-4b5a-9854-04f861fcc604	arimidex	it stopped working		109	101	negative	162	144	hi, i have been on xeloda since august 2010, i have been stage iv since april of 2009, but i was on arimidex for the first year and half until it stopped working.
13822	87e11458-8293-4b5a-9854-04f861fcc604	xeloda	it stopped working		26	20	negative	162	144	hi, i have been on xeloda since august 2010, i have been stage iv since april of 2009, but i was on arimidex for the first year and half until it stopped working.
13823	881ed752-3a48-44ea-98de-9e6aaefff644	avastin	not worked		69	62	negative	195	185	i am currently awaiting a response from my local health board as have special requested avastin as previous chemo not worked.
13824	8830f9e3-2be7-40b8-bf46-4f8cccaffaa4	cisplatin	few problems		116	107	negative	134	122	my husband, as some of you know, has been taking chemo since july '08 and made through 5 rounds of gemzar/cisplatin with few problems.
13825	8830f9e3-2be7-40b8-bf46-4f8cccaffaa4	gemzar	few problems		106	100	negative	134	122	my husband, as some of you know, has been taking chemo since july '08 and made through 5 rounds of gemzar/cisplatin with few problems.
13827	883d57b5-481c-4878-9923-28742bd8ae40	femara	didnt work		153	147	negative	37	27	i was on tamoxifen and it didnt work since i got mets then i went of faslodex which didnt work because my mets got worse so i went on chemo & now femara.
13828	883d57b5-481c-4878-9923-28742bd8ae40	femara	it didnt work		153	147	negative	37	24	i was on tamoxifen and it didnt work since i got mets then i went of faslodex which didnt work because my mets got worse so i went on chemo & now femara.
13829	883d57b5-481c-4878-9923-28742bd8ae40	faslodex	didnt work		78	70	negative	37	27	i was on tamoxifen and it didnt work since i got mets then i went of faslodex which didnt work because my mets got worse so i went on chemo & now femara.
13829	883d57b5-481c-4878-9923-28742bd8ae40	faslodex	didnt work		78	70	negative	37	27	the reason the faslodex didnt work for me was that i started having a normal mensrual cycle again while on it which fed the cancer.
13830	883d57b5-481c-4878-9923-28742bd8ae40	faslodex	it didnt work		78	70	negative	37	24	i was on tamoxifen and it didnt work since i got mets then i went of faslodex which didnt work because my mets got worse so i went on chemo & now femara.
13831	883d57b5-481c-4878-9923-28742bd8ae40	tamoxifen	didnt work		19	10	negative	37	27	i was on tamoxifen and it didnt work since i got mets then i went of faslodex which didnt work because my mets got worse so i went on chemo & now femara.
13832	883d57b5-481c-4878-9923-28742bd8ae40	tamoxifen	it didnt work		19	10	negative	37	24	i was on tamoxifen and it didnt work since i got mets then i went of faslodex which didnt work because my mets got worse so i went on chemo & now femara.
13833	883da9b4-1547-4f70-bf5e-0701d8d6ee90	temodar	did not work		256	249	negative	269	257	radiation and temodar did not work.
13835	884a2c82-249f-4f0e-9940-023c73e50224	anastrozole	was awful		119	108	negative	129	120	anastrozole was awful.
13839	886293ad-9d77-48c4-bfa3-15530822ad79	temodar	did not work		1230	1223	negative	1243	1231	radiation and temodar did not work.
13840	88706840-3002-4230-9996-09cfc16e6100	tamoxifin	terrible side effects		136	127	negative	123	102	after my single mastectomy five years ago, i started this post asking about dim, when i read all the terrible side effects of tamoxifin, etc.
13842	8878a665-b211-4880-9431-7341b82a4e40	alimta	did not help		2463	2457	negative	2476	2464	the alimta did not help and it wasn't tolerated well.so there is nothing left to be offered.
13843	887bbc74-d377-4bd0-8a75-907b0b35d900	abrax	had a bad time		369	364	negative	335	321	i had a bad time with t and was changed onto abraxane for my last 2 chemo treatments - i not had to take 4 steroids for 2 days with this.
13845	88b4db8a-a406-469c-803d-4558c9800889	sutent	has stopped working		56	50	negative	76	57	sutent has stopped working for my hubby, and we would like to know what drugs you used next.
13848	88bd6dbb-dfdb-416e-9a43-a1b707f1a4a4	arimi	few side effects		155	150	negative	858	842	you might be like ruthbru or some others on the arimi,could be few side effects.
13849	88c1aee0-c522-4144-8055-566e55cc57b9	temodar	did not work		8	1	negative	21	9	temodar did not work for my husband either.
13850	88c38b18-6054-4d77-9a51-6df8a346ffa9	arimidex	it has gotten worse		432	424	negative	548	529	one of the problems i have had and it has gotten worse since starting arimidex is sleeping.
13851	88ca132f-6871-4c94-9a60-2bbe50b34710	taxol	it went away		206	201	negative	224	212	i also developed mild neuropathy on taxol, but it went away.
13853	88d7ca58-24a5-4d92-9a7f-226ffc52a0a4	herceptin	felt like crap		581	572	negative	472	458	i felt like crap for about a year pfc, but i'm starting to wonder if that is because i did 30 minute infusions with herceptin?
13854	88dc4334-fcd3-4274-9a89-3bb7dfe5be10	tamox	it has shrunk		71	66	negative	217	204	!idaho, so sorry you had such a bad time on tamox.i know dim is working, my hormone tests are proving it, also just had a follow up pelvic ultrasound on an existing ovarian cyst and it has shrunk to 1/2 its size.
13855	88de19cc-8248-4cd2-9a8d-627c1b168da4	methatrexate	hate it		498	486	negative	541	534	"i went from a us sz 6, for my whole life, till i turned about 50 ish, and then ""bang"" steroids and methatrexate ballooned me to almost a 14, and i hate it."
13856	88ec41f4-6420-4df8-9aad-5d01a8d5d640	gemzar	no longer working		124	118	negative	152	135	my friend cheryl, triple negative with mets to lung, bone was recently switched to taxol (on 2 weeks off one) due to gemzar/cisplatin no longer working.
13857	88ec41f4-6420-4df8-9aad-5d01a8d5d640	cisplatin	no longer working		134	125	negative	152	135	my friend cheryl, triple negative with mets to lung, bone was recently switched to taxol (on 2 weeks off one) due to gemzar/cisplatin no longer working.
13858	88ec41f4-6420-4df8-9aad-5d01a8d5d640	taxol	no longer working		89	84	negative	152	135	my friend cheryl, triple negative with mets to lung, bone was recently switched to taxol (on 2 weeks off one) due to gemzar/cisplatin no longer working.
13860	89043044-493f-4588-80d2-46464b0189e4	 did no	did not work		1221	1214	negative	1227	1215	radiation and temodar did not work.
13861	8916f407-ca75-4425-9b0d-e2ba7bba7671	avastin	stopped working		116	109	negative	161	146	don't know your situation other than you appear to be er/pr + what's your her/2 status i took abraxane with avastin for almost 9 months until it stopped working.
13862	8916f407-ca75-4425-9b0d-e2ba7bba7671	abrax	stopped working		100	95	negative	161	146	don't know your situation other than you appear to be er/pr + what's your her/2 status i took abraxane with avastin for almost 9 months until it stopped working.
13863	892100a3-1eae-4d10-9b24-9f045f2e7900	tykerb	not working		152	146	negative	167	156	the tykerb is not working.
13865	893db441-9b9d-4985-9b65-978340896231	xeloda	has stopped working		26	20	negative	46	27	i'm sorry that the xeloda has stopped working for you, buzz.
13866	893fb7b7-5a78-46d2-9b6a-26d90fe075a4	taxotere	rough time		36	28	negative	160	150	i am having a rough time on taxotere but keep trying to remind myself my first dose of ac was the worst of the four - maybe its the shock to the system.
13867	89480f25-731b-400f-9b7d-0b8eb1fd74b9	xeloda	stopped working		264	258	negative	284	269	forgot to ask if this new development meant xeloda had stopped working?
13868	894fe7b3-1f0e-49e0-9b8e-d1f1043ce400	herceptin	is a breeze		924	915	negative	904	893	radiation is a breeze and so is herceptin only.
